,Close,High,Low,Open,Volume,date,weekday,month,oc,hl,oh,ol,co,SMA_10,SMA_50,SMA_100,EMA_5,EMA_10,EMA_20,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,KAMA,TMA_20,RSI_7,RSI_14,%D,ROC_5,ROC_10,ROC_20,CCI_14,CCI_50,MOM_10,UO,KST,KST_Signal,BB_Upper,BB_Middle,BB_Lower,BB_PercentB,HL_Range,HL_EMA,CVI,STDDEV_10,STDDEV_20,Log_Returns,HV_10,HV_20,GK_Vol_10,GK_Vol_20,OBV,MFM,MFV,AD,CMF_20,FI_13,VROC_10,PVT
28,5897.850098,5924.149902,5879.100098,5920.049805,122000,11-02-2013,0,2,-0.374991896,0.766270403,0.069257813,-0.691712204,0.059343658,5978.27998,,,5930.847951,5962.523483,5984.750066,-26.29873487,,,4925.79935,,18.70011731,31.17133185,7.186877396,-1.493171356,-2.912848368,-2.094931335,-143.1784113,,-176.949707,28.93620195,,,6126.318274,6014.937476,5903.556677,-0.025617427,45.049804,49.3012597,-0.318970923,57.02471618,57.13714416,-0.000957501,0.039583625,0.076917426,0.087690825,0.086318345,-739100,-0.167587943,-20445.72909,-746384.2547,-0.316224317,-689288.044,7.869142352,-4671.72531
29,5922.5,5927.649902,5886.450195,5894.350098,142800,12-02-2013,1,2,0.477574313,0.69990751,0.564944454,-0.134025005,-0.34866867,5965.53999,,,5928.0653,5955.246486,5978.821488,-28.17011352,,,5138.535966,,32.40718427,37.21793531,8.942980883,-0.57747994,-2.105818345,-2.214115111,-104.1697915,,-127.399902,33.76025651,,,6124.798489,6008.232471,5891.666453,0.132257873,41.199707,47.82825012,-9.886372032,53.35966417,59.79710545,0.004170763,0.052536357,0.075674704,0.080615833,0.085229924,-596300,0.750002979,107100.4255,-639283.8292,-0.25539684,3520006.006,-9.390862944,-4074.896644
30,5932.950195,5969.5,5922.950195,5943.149902,142600,13-02-2013,2,2,-0.171621231,0.785922614,0.443369231,-0.339882172,-0.004213755,5953.26001,,,5929.693599,5951.192615,5974.452794,-28.48163264,,,5291.444791,,37.60985783,39.63892515,12.01073031,-0.440495354,-2.027821575,-1.147977738,-57.89627846,,-122.799805,34.92453059,,,6125.88868,6004.787476,5883.686271,0.203399811,46.549805,47.59580555,-1.823833649,43.51443377,62.1236073,0.001762936,0.053982236,0.07013003,0.083664356,0.085000116,-453700,-0.570352658,-81332.289,-720616.1182,-0.272372574,1490197.807,14.81481481,-3823.280298
31,5896.950195,5940.200195,5884.549805,5933.200195,143800,14-02-2013,3,2,-0.610968766,0.945703441,0.117980175,-0.819968793,0.457863796,5939.480029,,,5918.779131,5941.330357,5967.071594,-31.27291819,,,5416.693637,,28.72405481,34.67788477,14.96902754,-0.704681272,-2.283438502,-2.355444354,-87.65439741,,-137.799805,32.63731566,,,6126.329863,5997.674976,5869.020089,0.108546621,55.65039,49.06027545,7.476945239,36.01365729,65.9985645,-0.006086292,0.057398353,0.067902043,0.086072605,0.084007163,-597500,-0.554346699,-79715.05533,-800331.1735,-0.286908469,-5176800,-14.65875371,-4695.831024
32,5887.399902,5899.950195,5853.899902,5869.950195,125100,15-02-2013,4,2,0.297271807,0.786660069,0.51107759,-0.273431502,-0.021231783,5928.330029,,,5908.319388,5931.52482,5959.483814,-33.86528303,,,5501.674926,,26.76677875,33.48074493,15.9016053,-0.272721233,-1.858674121,-2.918672958,-110.385451,,-111.5,37.16511278,,,6122.168386,5988.824976,5855.481565,0.119684718,46.050293,48.51300592,-3.031340127,32.67898572,68.40372637,-0.001620844,0.053688747,0.06488825,0.082938234,0.084811155,-722600,0.454931025,56911.87124,-743419.3023,-0.255067351,-1194741.654,-21.46892655,-4898.434339
33,5898.200195,5911,5878.450195,5888.649902,114300,18-02-2013,0,2,0.162181369,0.553714056,0.379545369,-0.173209601,-0.033908649,5919.425049,,,5904.946324,5925.465797,5953.647278,-34.64884712,-9.318519865,-25.33032725,5551.269451,,32.8075507,36.16459012,14.91574997,0.00593601,-1.48732398,-3.026809199,-82.4654723,,-89.049805,41.05548361,,,6111.288518,5979.619995,5847.951472,0.190815245,32.549805,45.61060575,-11.16382211,26.36180347,67.54452708,0.001832795,0.056811921,0.063993894,0.080514694,0.085017563,-608300,0.213524935,24405.90008,-719013.4022,-0.256058706,1234473.49,-19.33662668,-4688.753748
34,5939.700195,5947.549805,5883.149902,5900.200195,101000,19-02-2013,1,2,0.669468809,1.094650044,0.802508533,-0.288978212,-0.447827485,5917.705078,,,5916.530947,5928.053869,5952.318985,-31.55735064,-4.981618707,-26.57573193,5556.60446,,50.94654651,45.29759603,17.79033185,0.29042119,-0.288735874,-1.798789865,-33.90646592,,-17.199707,49.47331999,,,6102.97462,5974.180005,5845.385389,0.366144211,64.399903,49.02684161,5.955707944,24.11001654,66.07024376,0.007011407,0.066979428,0.068871887,0.085838856,0.085197964,-507300,0.756222925,76378.5154,-642634.8868,-0.198824771,4191500,-25.84434655,-3978.113237
35,5943.049805,5971,5937.549805,5966.299805,135400,20-02-2013,2,2,-0.389688765,0.56336698,0.078779062,-0.481873203,0.561999379,5916.090039,,,5925.370567,5930.780403,5951.436206,-28.50840472,-1.546138237,-26.96226649,5561.601975,,52.16260162,45.96952246,24.82704264,0.170229138,-0.271016067,-1.837537016,28.89123871,,-16.15039,48.24343805,,,6092.610524,5968.617505,5844.624486,0.396898632,33.450195,46.19472405,3.293558305,21.41147932,63.6070767,0.000563777,0.067035503,0.068744199,0.08568055,0.083520122,-371900,-0.671152889,-90874.10112,-733508.9879,-0.247944499,453537.194,-14.19518378,-3901.75632
36,5852.25,5921.149902,5844.399902,5909.649902,159400,21-02-2013,3,2,-0.971291074,1.313222936,0.194596976,-1.10412632,0.244347131,5907.435059,,,5900.997044,5916.502148,5941.9899,-33.03803662,-4.860616107,-28.17742051,5581.090313,,29.23897652,33.83635401,30.36961049,-0.758022258,-1.457361889,-2.776048831,-121.3555532,,-86.549805,37.80135228,,,6091.748485,5960.2625,5828.776514,0.08926231,76.75,51.75022877,12.88066029,27.76247118,67.45088738,-0.015396234,0.101088423,0.084425441,0.087400817,0.084321408,-531300,-0.795437186,-126792.6874,-860301.6753,-0.25573121,-14473488.92,1.14213198,-6337.120214
37,5850.299805,5873.799805,5835.799805,5837.950195,157000,22-02-2013,4,2,0.211540174,0.651153248,0.614078723,-0.036834675,-0.346136107,5902.115039,,,5884.097965,5904.465358,5933.25751,-36.36596279,-6.55083382,-29.81512897,5591.967446,,28.92050555,33.63103824,28.46367892,-0.630160981,-0.901163632,-3.69321855,-151.6722116,,-53.200195,39.40206396,,,6077.83435,5949.044995,5820.25564,0.116640716,38,49.25018717,-1.981928746,33.17080323,66.06754525,-0.000333294,0.097983893,0.07487592,0.08089161,0.083280211,-688300,-0.236842105,-37184.21053,-897485.8858,-0.310440694,-306180.615,-18.48390447,-6389.438658
38,5854.75,5878.399902,5825,5870.549805,125100,25-02-2013,0,2,-0.269136717,0.916736515,0.133719963,-0.775903561,0.280971775,5897.805029,,,5874.31531,5895.426202,5925.780605,-38.20388411,-6.711004116,-31.49288,5600.076216,6000.853849,30.92352712,34.60616538,20.04072308,-0.736668705,-0.730776423,-3.622338383,-131.9583723,,-43.100098,43.08982122,,,6059.359996,5938.042505,5816.725014,0.156716834,53.399902,50.00468078,1.426781137,36.42681405,62.23455978,0.000760389,0.098337101,0.075169311,0.08321798,0.085483662,-563200,0.114234255,14290.70525,-883195.1806,-0.303857389,556719.3945,2.540983607,-6294.277827
39,5761.350098,5838.850098,5748.600098,5838.299805,157400,26-02-2013,1,2,-1.318015682,1.569947439,0.009425569,-1.536401178,-0.408754955,5881.690039,,,5836.660239,5871.048729,5910.120556,-46.6591835,-12.1330428,-34.5261407,5624.050972,5995.808727,18.29783539,25.97896136,13.59262602,-3.002678437,-2.720977661,-4.76949716,-223.3520997,,-161.149902,35.35263353,,,6056.381538,5923.615015,5790.848492,-0.111091234,90.25,57.32201154,19.84969427,55.13155238,68.1077892,-0.016081458,0.120183315,0.090419365,0.088753217,0.08478221,-720600,-0.717451524,-112926.8698,-996122.0504,-0.30010266,-14701144.57,10.22408964,-8805.255166
40,5796.899902,5818.200195,5749.700195,5784.899902,175200,27-02-2013,2,2,0.207436606,1.191366466,0.575641646,-0.608475645,-0.646038342,5868.08501,,,5823.406793,5857.567124,5899.337637,-49.91609542,-12.31196378,-37.60413164,5641.177578,5989.960229,30.83721892,32.84161825,12.1498655,-2.459173451,-2.293130543,-4.274451521,-163.2774261,,-136.050293,38.39847691,,,6039.809371,5910.67251,5781.535648,0.059488257,68.5,59.35437308,24.70504993,57.79868138,66.24581209,0.006151436,0.126651368,0.094780774,0.094123148,0.089047435,-545400,0.378093635,66242.00486,-929880.0455,-0.26507503,6228325.661,22.86115007,-7724.202018
41,5693.049805,5849.899902,5671.899902,5834.350098,334900,28-02-2013,3,2,-2.421868599,3.138278233,0.266521613,-2.784375179,-0.16512046,5847.694971,,,5779.954464,5827.654884,5879.691177,-60.18330087,-18.06333538,-42.11996549,5648.479538,5983.194357,20.24676219,25.42570693,12.48419452,-2.720324576,-3.457726168,-5.662209619,-181.8696759,,-203.90039,28.85488065,,,6041.579467,5893.5875,5745.595533,-0.177528987,178,80.92630525,64.95281468,78.67851266,75.91827726,-0.018077177,0.148973141,0.110317687,0.119533121,0.104155318,-880300,-0.76236064,-255314.5785,-1185194.624,-0.310849966,-34779397.49,132.8929068,-13723.85667
42,5719.700195,5739.450195,5679.899902,5702.450195,174500,01-03-2013,4,3,0.302501546,1.048439128,0.648843896,-0.395449188,0.262251508,5830.925,,,5759.869708,5808.026759,5864.45394,-65.41560108,-18.63650848,-46.77909261,5655.298955,5975.77361,27.68253531,29.80617229,13.81118372,-2.23235756,-2.848451095,-4.654181793,-161.2354446,,-167.699707,32.28748243,,,6037.587371,5879.627515,5721.667659,-0.006227733,59.550293,77.03975757,58.80227603,86.73499681,81.03169639,0.004670292,0.154463819,0.112850294,0.121992321,0.104309341,-705800,0.336695119,58753.2983,-1126441.326,-0.26206234,4650493.055,39.48840927,-12906.98466
43,5698.5,5712,5663.600098,5704.700195,144900,04-03-2013,0,3,-0.108685729,0.854578381,0.127961238,-0.720460245,-0.420289462,5810.954981,,,5739.413138,5788.112803,5848.648803,-70.46068831,-18.94527656,-51.51541175,5660.560756,5967.633862,25.47795722,28.37814634,12.61228004,-2.668773218,-3.385781906,-4.82274834,-141.554361,,-199.700195,36.08300563,,,6033.601611,5865.190015,5696.778418,0.005111234,48.399902,71.8325111,57.49080706,92.33336283,86.39332627,-0.003713408,0.152208581,0.112933748,0.124194895,0.104658941,-850700,0.442147631,64067.1917,-1062374.134,-0.204989014,-3071908.256,26.77165354,-13444.05971
44,5784.25,5790.100098,5722.399902,5722.450195,154400,05-03-2013,1,3,1.079953567,1.183073486,1.182184216,-0.000878872,-0.555817989,5795.409961,,,5754.358759,5787.410475,5842.515584,-66.76996532,-12.20364286,-54.56632246,5669.24521,5959.174491,45.83379893,40.7444023,16.19544958,0.397474578,-2.617138743,-2.898317998,-59.98916806,,-155.450195,43.18069876,-3144.814562,,6022.968164,5856.55752,5690.146875,0.282743707,67.700196,71.08118108,44.98421425,80.5883907,85.36685932,0.014935724,0.171434479,0.128127984,0.122409345,0.105717446,-696300,0.827176335,127716.0261,-934658.1079,-0.156401628,13239800,52.87128713,-11120.67636
45,5818.600098,5828.700195,5795.049805,5816.399902,156900,06-03-2013,2,3,0.037827454,0.580674733,0.211476054,-0.367067213,0.297327411,5782.96499,,,5775.772539,5793.081315,5840.237919,-60.3772832,-4.648768588,-55.72851461,5676.149644,5950.394369,51.96571605,44.85211509,22.44596023,0.374341396,-2.09403776,-2.359378648,-8.898595409,,-124.449707,44.62696853,-3257.012403,,6009.764427,5849.527515,5689.290602,0.403494719,33.65039,64.2755827,39.14052747,62.93019448,82.19980163,0.005920993,0.176288853,0.130672798,0.123108884,0.106058837,-539400,0.399704015,62713.56,-871944.5479,-0.101927392,5389530.376,15.8788774,-10188.91678
46,5863.299805,5878,5801.299805,5801.299805,134700,07-03-2013,3,3,1.068726011,1.322120862,1.322120862,0,-0.347075839,5784.069971,,,5804.948294,5805.848314,5842.434289,-51.11492276,3.690873479,-54.80579624,5677.324799,5941.500122,59.01044915,49.73521792,35.80482354,2.990488505,0.188812935,-1.271300641,27.76577966,,11.049805,51.52123199,-3165.527657,,6000.8747,5845.752515,5690.630329,0.556559577,76.700195,66.53460312,28.56871304,64.36263967,79.57600208,0.007652852,0.165301021,0.134036135,0.122523639,0.106421203,-404700,0.616684286,83067.37334,-788877.1746,-0.047312482,6021050.533,-15.49560853,-9154.12311
47,5945.700195,5952.850098,5883,5883.649902,150800,08-03-2013,4,3,1.054622454,1.187321061,1.176144012,-0.011045899,-0.006725919,5793.61001,,,5851.865594,5831.275928,5852.269137,-36.70233093,14.48277224,-51.18510318,5685.304644,5932.830875,68.83911184,57.24994131,51.42411879,3.95125605,1.630692327,0.714833489,104.213716,,95.40039,55.27857444,-2938.158067,,6007.161103,5847.862524,5688.563946,0.807088963,69.850098,67.13742037,36.3191172,80.35391124,81.71844666,0.01395575,0.179030841,0.141959073,0.12332366,0.104288488,-253900,0.795278655,119928.0212,-668949.1534,0.018671572,12425978.81,-3.949044586,-7034.842291
48,5942.350098,5971.200195,5930.350098,5946.100098,125400,11-03-2013,0,3,-0.063066547,0.68883112,0.422127051,-0.264879496,-0.037863807,5802.37002,,,5882.027096,5851.471232,5860.848276,-25.25939828,20.74056392,-45.9999622,5692.20268,5924.588378,68.06497125,56.87763234,67.6830187,4.279197999,1.496222691,0.754512225,120.0873974,,87.600098,63.52176123,-2743.326492,,6013.311492,5850.087524,5686.863557,0.782625693,40.850097,62.35790703,24.70413982,91.72961304,83.73212849,-0.000563607,0.179331451,0.141917608,0.121737551,0.104271912,-379300,-0.412486095,-51725.75634,-720674.9097,0.008413845,-420102.1638,0.239808153,-7105.498757
49,5914.100098,5952,5893.649902,5944.600098,115900,12-03-2013,1,3,-0.513070678,0.990050291,0.124481073,-0.857083658,0.495431131,5817.64502,5942.781992,,5892.718096,5862.858299,5865.919878,-18.25984252,22.19209574,-40.45193826,5707.419885,5916.660131,61.284736,53.70590221,79.81546083,2.244890833,2.651288281,-0.141830342,98.02911219,-20.71382479,152.75,61.30302681,-2526.048838,,6012.185733,5849.667529,5687.149326,0.698231851,58.350098,61.62921448,7.514047081,96.72217796,83.37007937,-0.004765348,0.155739357,0.1422927,0.120172841,0.105637695,-495200,-0.299051871,-34660.11189,-755335.0216,-0.038317163,-3274175,-26.36594663,-7656.488676
