,Close,High,Low,Open,Volume,date,weekday,month,oc,hl,oh,ol,co,SMA_10,SMA_50,SMA_100,EMA_5,EMA_10,EMA_20,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,KAMA,TMA_20,RSI_7,RSI_14,%D,ROC_5,ROC_10,ROC_20,CCI_14,CCI_50,MOM_10,UO,KST,KST_Signal,BB_Upper,BB_Middle,BB_Lower,BB_PercentB,HL_Range,HL_EMA,CVI,STDDEV_10,STDDEV_20,Log_Returns,HV_10,HV_20,GK_Vol_10,GK_Vol_20,OBV,MFM,MFV,AD,CMF_20,FI_13,VROC_10,PVT
0,5993.25,6006.049805,5982,5982.600098,0,02-01-2013,2,1,0.178014606,0.402036192,0.391965143,-0.010030722,-0.376253368,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.049805,24.049805,,,,,,,,,0,-0.064441479,0,0,,,,
1,6009.5,6017,5986.549805,6015.799805,0,03-01-2013,3,1,-0.104720988,0.508643476,0.019950714,-0.486219637,-0.040772028,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.450195,25.21351227,,,,0.002707714,,,,,0,0.507392317,0,0,,0,,0
2,6016.149902,6020.75,5981.549805,6011.950195,0,04-01-2013,4,1,0.069855985,0.655351811,0.146371888,-0.505666032,-0.432170083,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.200195,27.7565455,,,,0.001105953,,,,,0,0.76530229,0,0,,0,,0
3,5988.399902,6042.149902,5977.149902,6042.149902,0,07-01-2013,0,1,-0.88958402,1.087474818,0,-1.075776024,0.082654918,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,34.52808268,,,,-0.004623255,,,,,0,-0.653846154,0,0,,0,,0
4,6001.700195,6007.049805,5964.399902,5983.450195,0,08-01-2013,1,1,0.30500797,0.715074504,0.394414748,-0.31838308,-0.074978754,,,,6001.8,,,,,,,,,,,,,,,,,,,,,,,,42.649903,36.00477728,,,,0.002218547,,,,,0,0.749138468,0,0,,0,,0
5,5971.5,6020.100098,5958.450195,6006.200195,0,09-01-2013,2,1,-0.577739567,1.034663394,0.231425902,-0.795011795,-0.457168299,,,,5991.7,,,,,,,,,,,-0.362908272,,,,,,,,,,,,,61.649903,40.66752741,,,,-0.005044643,,,,,0,-0.576647996,0,0,,0,,0
6,5968.649902,6005.149902,5947.299805,5998.799805,0,10-01-2013,3,1,-0.502598919,0.972711968,0.105856125,-0.858505062,-0.732996586,,,,5984.016634,,,,,,,,,,,-0.679758682,,,,,,,,,,,,,57.850097,43.79163097,,,,-0.000477397,,,,,0,-0.261882067,0,0,,0,,0
7,5951.299805,6018.850098,5940.600098,6012.399902,0,11-01-2013,4,1,-1.016234748,1.317206994,0.107281553,-1.194195416,-0.26717508,,,,5973.111024,,,,,,,,23.90796386,,,-1.07793353,,,,,,,,,,,,,78.25,50.05678898,,,,-0.002911104,,,,,0,-0.726525061,0,0,,0,,0
8,6024.049805,6036.899902,5962.149902,5967.200195,0,14-01-2013,0,1,0.952701571,1.253742379,1.168047069,-0.084634214,-0.229086635,,,,5990.090618,,,,,,,,64.34030807,,,0.595316004,,,,,,,,,,,,,74.75,54.54646371,,,,0.012150108,,,,,0,0.656184696,0,0,,0,,0
9,6056.600098,6068.5,6018.600098,6037.850098,0,15-01-2013,1,1,0.310540999,0.829094826,0.507629396,-0.318822092,0.12548456,5998.109961,,,6012.260445,5998.109961,,,,,0,,72.08349099,,,0.914739178,,,,,,,,,,,,,49.899902,53.70163431,,30.63606108,,0.005388844,,,0.084822053,,0,0.523049083,0,0,,0,,0
10,6001.850098,6055.950195,5992.049805,6049,0,16-01-2013,2,1,-0.779466061,1.066419541,0.114898248,-0.941481154,0.00999855,5998.969971,,,6008.790329,5998.789986,,,,,41.73456502,,50.54566522,,,0.50824915,0.1434964,,,,8.600098,,,,,,,,63.90039,55.55595352,131.0037588,30.6051691,,-0.009080831,0.095821909,,0.088568888,,0,-0.693263437,0,0,,0,,0
11,6039.200195,6053.200195,5988.100098,6001.25,0,17-01-2013,3,1,0.632371506,1.087157795,0.865656238,-0.219119383,-0.341931089,6001.93999,,,6018.926951,6006.137297,,,,,135.5005112,,60.04673882,,,1.18201426,0.494220734,,,,29.700195,,,,,,,,65.100097,57.29125234,127.2244014,33.08149307,,0.006203814,0.099959478,,0.09282858,,0,0.569893114,0,0,,0,,0
12,6064.399902,6083.399902,6048.299805,6059.850098,0,18-01-2013,4,1,0.075081131,0.580329979,0.38862024,-0.190603609,-0.352056235,6006.76499,,,6034.084601,6016.730498,,,,,281.696089,,65.29495249,,,1.900426809,0.802007942,,,,48.25,,,,,,,,35.100097,53.25649682,91.87004676,38.46496153,,0.004164008,0.101649045,,0.092199125,,0,-0.082618091,0,0,,0,,0
13,6082.299805,6094.350098,6065.100098,6085.75,130900,21-01-2013,0,1,-0.056693012,0.482267391,0.141315335,-0.339315647,0.035346876,6016.154981,,,6050.156336,6028.65219,,,,,645.3554948,,68.7019975,,,0.966957477,1.568029933,,180.9013087,,93.899903,,,,,,,,29.25,48.89167922,41.59975135,44.47532649,,0.002947289,0.097355702,,0.089957925,,130900,0.176048342,23044.72795,23044.72795,,2343097.303,inf,386.3691941
14,6048.5,6101.299805,6040.5,6080.149902,129000,22-01-2013,1,1,-0.520544765,1.006535966,0.34785167,-0.652120468,-0.071920278,6020.834961,,,6049.604224,6032.260883,,,,,769.0516068,,56.48582838,57.20425078,,-0.133740017,0.779775788,,108.876483,,46.799805,,,,,,,,60.799805,51.056793,41.80560706,45.24099577,,-0.005572574,0.103531067,,0.092421052,,1900,-0.736841261,-95052.5227,-72007.79475,,-4360174.845,inf,-330.4936678
15,6054.299805,6069.799805,6021.149902,6052.850098,137000,23-01-2013,2,1,0.023950816,0.807983588,0.280028527,-0.523723461,0.13378277,6029.114942,,,6051.169418,6036.267959,,,,,1049.963838,,57.98155305,58.18312067,,0.873892319,1.386583019,,62.27267928,,82.799805,,,,,,,,48.649903,50.61917663,24.47075063,42.71495434,,0.000958424,0.098335249,,0.091371998,,138900,0.362794207,49702.80642,-22304.98833,,794573.285,inf,-199.1266702
16,6019.350098,6065.299805,6007.850098,6046.200195,185200,24-01-2013,3,1,-0.44408217,0.956244015,0.315894436,-0.634284274,-0.085555781,6034.184961,,,6040.562978,6033.191985,,,,,1171.459036,,46.69694789,50.6629207,,-0.328687514,0.849441613,,19.6216554,,50.700196,,,,,,,,57.449707,51.86109125,18.42694618,37.42160116,,-0.005789435,0.104558886,,0.091453274,,-46300,-0.599649829,-111055.1484,-133360.1367,,-6472685.736,inf,-1268.232255
17,6074.649902,6080.549805,6014.450195,6024.5,147600,25-01-2013,4,1,0.8324326,1.09901334,0.930364429,-0.166815586,-0.122644039,6046.519971,,,6051.925286,6040.729788,,,,,1515.970196,,60.78558797,59.56774035,68.90377311,0.169019197,2.072658092,,67.24081719,,123.350097,,,,,,,,66.09961,54.44991284,8.776279798,25.49362403,,0.009145062,0.109813099,,0.089766224,,101300,0.821484484,121251.1098,-12109.02692,,8162251.07,inf,87.76979418
18,6074.799805,6088.399902,6061.399902,6082.100098,113100,28-01-2013,0,1,-0.120029149,0.445441654,0.10357942,-0.340346191,0.166254203,6051.594971,,,6059.550126,6046.924336,,,,,1643.33992,,60.81833963,59.58903264,67.33391458,-0.123308621,0.842456514,,93.76433468,,50.75,,,,,,,,27,49.45901959,-9.32680832,25.57474496,,2.47E-05,0.094375608,,0.084923687,,214400,-0.007414593,-838.5904222,-12947.61735,,16954.0293,inf,90.56074174
19,6049.899902,6111.799805,6042.450195,6064.700195,157600,29-01-2013,1,1,-0.244039978,1.147706771,0.776618934,-0.366877163,-0.249592526,6050.924951,,,6056.333384,6047.465348,6024.517456,,,,1670.441386,,52.3459679,54.45882847,72.20816418,0.023144614,-0.110626356,,69.68108958,,-6.700196,,,,6099.689487,6024.517456,5949.345425,0.668829056,69.34961,53.07549058,-1.165967738,25.51675031,38.56243813,-0.004107308,0.093592939,,0.089606736,0.0872472,56800,-0.785155043,-123740.4347,-136688.0521,-0.136633399,-3924224.713,inf,-555.4234617
20,6055.75,6071.950195,6044.149902,6065,124200,30-01-2013,2,1,-0.152514427,0.459953731,0.114595136,-0.343777378,0.166785254,6056.314941,,,6056.138923,6048.971649,6027.491984,,,,1844.238002,,54.09866954,55.42970497,73.47927066,0.023953142,0.898054785,1.042839862,37.31588037,,53.899902,,,,6102.551303,6027.642456,5952.733609,0.687611645,27.800293,48.48000011,-12.73662491,18.81004711,38.42742754,0.000966507,0.079097998,0.085733666,0.086315207,0.087449308,181000,-0.165469371,-20551.29589,-157239.348,-0.139818022,726582.1716,inf,-435.3252479
21,6034.75,6058.049805,6025.149902,6045.649902,168500,31-01-2013,3,1,-0.180293305,0.546042896,0.20510455,-0.339086787,-0.102741539,6055.869922,,,6049.009282,6046.385894,6028.183224,,,,1868.719544,,46.8779584,51.2093418,69.44448451,0.255839945,-0.073688483,0.420168067,-35.76357553,,-4.450195,,,,6103.398133,6028.904956,5954.411779,0.539232076,32.899903,45.64725518,-20.32421475,19.30605139,38.21419335,-0.003473805,0.07575633,0.086445281,0.081889643,0.087530163,12500,-0.416405696,-70164.35974,-227403.7077,-0.175859336,-3538500,inf,-1019.645935
22,5998.899902,6052.950195,5983.200195,6040.950195,159300,01-02-2013,4,2,-0.696087398,1.165764102,0.198644247,-0.955975437,-0.438418601,6049.319922,,,6032.306155,6037.752078,6025.394336,,,,2091.010749,,37.03324643,44.92130141,58.02367027,-1.246985443,-1.080073891,-0.286728228,-142.9024051,,-65.5,,,,6103.499597,6028.042456,5952.585315,0.306893333,69.75,50.02957242,-6.059212669,26.03055937,38.70869659,-0.005958326,0.076934377,0.089070863,0.086643601,0.089464496,-146800,-0.54982919,-87587.78996,-314991.4977,-0.216876548,-5710920.611,inf,-1965.985155
23,5987.25,6038.5,5981.25,6025.200195,141700,04-02-2013,0,2,-0.629857827,0.957157785,0.220736317,-0.72943958,0.652216042,6039.814941,,,6017.287437,6028.569882,6021.761542,,,,2475.595216,,34.30216546,43.07048844,41.4352046,-1.441196547,-1.562728048,-0.019202158,-137.6492523,,-95.049805,,,,6103.564491,6027.984961,5952.405431,0.230515916,57.25,51.34237743,5.012505717,29.73936068,38.77148091,-0.001943895,0.073600583,0.08778204,0.089293652,0.089626404,-288500,-0.790393013,-111998.69,-426990.1876,-0.267856588,-1650791.113,8.250572956,-2241.167462
24,5956.899902,5970.350098,5946.899902,5948.200195,136200,05-02-2013,1,2,0.146257804,0.394326395,0.372379918,-0.021860276,-0.522921377,6030.654932,,,5997.158259,6015.538976,6015.584243,,,,2807.543683,,28.02134494,38.60769683,24.01866242,-1.537215516,-1.514426684,-0.746460029,-215.5591656,,-91.600098,,,,6106.767376,6025.744946,5944.722517,0.075148234,23.450196,46.27107172,-9.373329183,39.3280814,41.56362927,-0.005082013,0.072892338,0.08913892,0.084552215,0.088574059,-424700,-0.147128664,-20038.92399,-447029.1116,-0.258353529,-4133683.348,5.581395349,-2931.581817
25,5959.200195,5990.899902,5953.149902,5988.049805,157800,06-02-2013,2,2,-0.481786407,0.634118082,0.047596414,-0.582825864,0.38176264,6021.144971,,,5984.505571,6005.295561,6010.214334,-9.670529476,,,3134.554424,,29.16815956,39.12255896,11.81170761,-1.594349255,-1.57077801,-0.205975132,-150.1490827,,-95.09961,,,,6107.956637,6025.129956,5942.303275,0.102001674,37.75,44.72178595,-11.65050693,44.17463783,42.48919104,0.000386082,0.072401097,0.087433445,0.081302306,0.086483834,-266900,-0.679454675,-107217.9478,-554247.0594,-0.293547513,362986.2354,15.18248175,-2870.646391
26,5938.799805,5978.5,5927.600098,5936.450195,157600,07-02-2013,3,2,0.039579377,0.858693251,0.708332482,-0.149080624,0.163327732,6013.089941,,,5969.270315,5993.205424,6003.41295,-14.54704645,,,3383.558608,,25.04024932,36.2213337,6.732405645,-1.58996139,-1.338189201,-0.500114724,-146.4964544,,-80.550293,,,,6111.409477,6023.637451,5935.865425,0.016715917,50.899902,45.84507978,-11.6002408,51.30654864,45.02609933,-0.003429217,0.06947199,0.088225294,0.081125193,0.086443619,-424500,-0.55993208,-88245.29581,-642492.3552,-0.314069685,-3215101.464,-14.90280778,-3410.165346
27,5903.5,5953.700195,5883.649902,5929.100098,192600,08-02-2013,4,2,-0.43177038,1.190592475,0.414904397,-0.766561455,-0.280338867,5995.974951,,,5947.346877,5976.895347,5993.897431,-21.01783997,,,4331.789517,,19.47604954,31.82366143,6.662568965,-1.590289946,-2.817444705,-0.803182608,-160.3829384,,-171.149902,27.30801125,,,6118.823763,6021.247461,5923.671159,-0.10336095,70.050293,50.24602764,-7.720646336,56.74734941,50.05558692,-0.005961665,0.041244402,0.090090169,0.085602187,0.08770892,-617100,-0.433261528,-83446.17034,-725938.5256,-0.324325839,-6798742.443,30.48780488,-4554.966092
