,Close,High,Low,Open,Volume,date,weekday,month
0,5993.25,6006.049805,5982.0,5982.600098,0,02-01-2013,2,1
1,6009.5,6017.0,5986.549805,6015.799805,0,03-01-2013,3,1
2,6016.149902,6020.75,5981.549805,6011.950195,0,04-01-2013,4,1
3,5988.399902,6042.149902,5977.149902,6042.149902,0,07-01-2013,0,1
4,6001.700195,6007.049805,5964.399902,5983.450195,0,08-01-2013,1,1
5,5971.5,6020.100098,5958.450195,6006.200195,0,09-01-2013,2,1
6,5968.649902,6005.149902,5947.299805,5998.799805,0,10-01-2013,3,1
7,5951.299805,6018.850098,5940.600098,6012.399902,0,11-01-2013,4,1
8,6024.049805,6036.899902,5962.149902,5967.200195,0,14-01-2013,0,1
9,6056.600098,6068.5,6018.600098,6037.850098,0,15-01-2013,1,1
10,6001.850098,6055.950195,5992.049805,6049.0,0,16-01-2013,2,1
11,6039.200195,6053.200195,5988.100098,6001.25,0,17-01-2013,3,1
12,6064.399902,6083.399902,6048.299805,6059.850098,0,18-01-2013,4,1
13,6082.299805,6094.350098,6065.100098,6085.75,130900,21-01-2013,0,1
14,6048.5,6101.299805,6040.5,6080.149902,129000,22-01-2013,1,1
15,6054.299805,6069.799805,6021.149902,6052.850098,137000,23-01-2013,2,1
16,6019.350098,6065.299805,6007.850098,6046.200195,185200,24-01-2013,3,1
17,6074.649902,6080.549805,6014.450195,6024.5,147600,25-01-2013,4,1
18,6074.799805,6088.399902,6061.399902,6082.100098,113100,28-01-2013,0,1
19,6049.899902,6111.799805,6042.450195,6064.700195,157600,29-01-2013,1,1
20,6055.75,6071.950195,6044.149902,6065.0,124200,30-01-2013,2,1
21,6034.75,6058.049805,6025.149902,6045.649902,168500,31-01-2013,3,1
22,5998.899902,6052.950195,5983.200195,6040.950195,159300,01-02-2013,4,2
23,5987.25,6038.5,5981.25,6025.200195,141700,04-02-2013,0,2
24,5956.899902,5970.350098,5946.899902,5948.200195,136200,05-02-2013,1,2
25,5959.200195,5990.899902,5953.149902,5988.049805,157800,06-02-2013,2,2
26,5938.799805,5978.5,5927.600098,5936.450195,157600,07-02-2013,3,2
27,5903.5,5953.700195,5883.649902,5929.100098,192600,08-02-2013,4,2
28,5897.850098,5924.149902,5879.100098,5920.049805,122000,11-02-2013,0,2
29,5922.5,5927.649902,5886.450195,5894.350098,142800,12-02-2013,1,2
30,5932.950195,5969.5,5922.950195,5943.149902,142600,13-02-2013,2,2
31,5896.950195,5940.200195,5884.549805,5933.200195,143800,14-02-2013,3,2
32,5887.399902,5899.950195,5853.899902,5869.950195,125100,15-02-2013,4,2
33,5898.200195,5911.0,5878.450195,5888.649902,114300,18-02-2013,0,2
34,5939.700195,5947.549805,5883.149902,5900.200195,101000,19-02-2013,1,2
35,5943.049805,5971.0,5937.549805,5966.299805,135400,20-02-2013,2,2
36,5852.25,5921.149902,5844.399902,5909.649902,159400,21-02-2013,3,2
37,5850.299805,5873.799805,5835.799805,5837.950195,157000,22-02-2013,4,2
38,5854.75,5878.399902,5825.0,5870.549805,125100,25-02-2013,0,2
39,5761.350098,5838.850098,5748.600098,5838.299805,157400,26-02-2013,1,2
40,5796.899902,5818.200195,5749.700195,5784.899902,175200,27-02-2013,2,2
41,5693.049805,5849.899902,5671.899902,5834.350098,334900,28-02-2013,3,2
42,5719.700195,5739.450195,5679.899902,5702.450195,174500,01-03-2013,4,3
43,5698.5,5712.0,5663.600098,5704.700195,144900,04-03-2013,0,3
44,5784.25,5790.100098,5722.399902,5722.450195,154400,05-03-2013,1,3
45,5818.600098,5828.700195,5795.049805,5816.399902,156900,06-03-2013,2,3
46,5863.299805,5878.0,5801.299805,5801.299805,134700,07-03-2013,3,3
47,5945.700195,5952.850098,5883.0,5883.649902,150800,08-03-2013,4,3
48,5942.350098,5971.200195,5930.350098,5946.100098,125400,11-03-2013,0,3
49,5914.100098,5952.0,5893.649902,5944.600098,115900,12-03-2013,1,3
50,5851.200195,5893.850098,5842.25,5884.799805,116700,13-03-2013,2,3
51,5908.950195,5920.149902,5791.75,5845.950195,149000,14-03-2013,3,3
52,5872.600098,5945.649902,5861.0,5914.899902,152200,15-03-2013,4,3
53,5835.25,5850.200195,5814.350098,5816.75,102700,18-03-2013,0,3
54,5745.950195,5863.600098,5724.299805,5859.5,182300,19-03-2013,1,3
55,5694.399902,5745.299805,5682.299805,5740.549805,187600,20-03-2013,2,3
56,5658.75,5757.75,5647.950195,5705.899902,179200,21-03-2013,3,3
57,5651.350098,5691.450195,5631.799805,5659.799805,165300,22-03-2013,4,3
58,5633.850098,5718.399902,5624.399902,5707.299805,150400,25-03-2013,0,3
59,5641.600098,5655.299805,5612.049805,5613.75,126500,26-03-2013,1,3
60,5682.549805,5692.950195,5604.850098,5647.75,209700,28-03-2013,3,3
61,5704.399902,5720.950195,5675.899902,5697.350098,97800,01-04-2013,0,4
62,5748.100098,5754.600098,5687.149902,5701.700195,106400,02-04-2013,1,4
63,5672.899902,5744.950195,5650.100098,5740.200195,140700,03-04-2013,2,4
64,5574.75,5644.450195,5565.649902,5640.649902,134600,04-04-2013,3,4
65,5553.25,5577.299805,5534.700195,5568.100098,137500,05-04-2013,4,4
66,5542.950195,5569.200195,5537.049805,5550.5,97000,08-04-2013,0,4
67,5495.100098,5603.049805,5487.0,5568.75,138200,09-04-2013,1,4
68,5558.700195,5569.25,5477.200195,5536.25,128600,10-04-2013,2,4
69,5594.0,5610.649902,5542.850098,5601.649902,146800,11-04-2013,3,4
70,5528.549805,5544.5,5494.899902,5520.700195,127300,12-04-2013,4,4
71,5568.399902,5592.850098,5500.299805,5508.5,142900,15-04-2013,0,4
72,5688.950195,5699.25,5555.850098,5562.450195,142700,16-04-2013,1,4
73,5688.700195,5732.149902,5669.0,5708.649902,154600,17-04-2013,2,4
74,5783.100098,5794.350098,5681.850098,5682.700195,149900,18-04-2013,3,4
75,5834.399902,5844.850098,5789.799805,5789.850098,135100,22-04-2013,0,4
76,5836.899902,5844.299805,5791.549805,5843.100098,132200,23-04-2013,1,4
77,5916.299805,5924.600098,5853.299805,5856.100098,199600,25-04-2013,3,4
78,5871.450195,5907.049805,5860.5,5899.75,141300,26-04-2013,4,4
79,5904.100098,5918.649902,5868.799805,5877.600098,118900,29-04-2013,0,4
80,5930.200195,5962.299805,5867.799805,5932.600098,153200,30-04-2013,1,4
81,5999.350098,6019.450195,5910.950195,5911.399902,162400,02-05-2013,3,5
82,5944.0,6000.299805,5930.149902,5993.5,145800,03-05-2013,4,5
83,5971.049805,5976.5,5928.450195,5944.899902,110200,06-05-2013,0,5
84,6043.549805,6050.5,5982.950195,5983.450195,136400,07-05-2013,1,5
85,6069.299805,6083.549805,6024.950195,6064.149902,122300,08-05-2013,2,5
86,6050.149902,6084.700195,6040.450195,6078.350098,110000,09-05-2013,3,5
87,6094.75,6105.299805,6045.600098,6046.25,111400,10-05-2013,4,5
88,5980.450195,6104.950195,5972.899902,6098.200195,107900,13-05-2013,0,5
89,5995.399902,6026.200195,5970.049805,5989.700195,119300,14-05-2013,1,5
90,6146.75,6157.100098,6018.850098,6018.850098,153900,15-05-2013,2,5
91,6169.899902,6187.299805,6128.25,6128.25,158600,16-05-2013,3,5
92,6187.299805,6199.950195,6146.149902,6172.950195,147300,17-05-2013,4,5
93,6156.899902,6229.450195,6146.049805,6198.0,122300,20-05-2013,0,5
94,6114.100098,6180.25,6102.350098,6152.350098,130600,21-05-2013,1,5
95,6094.5,6147.600098,6074.450195,6127.049805,133800,22-05-2013,2,5
96,5967.049805,6081.450195,5955.700195,6050.399902,198900,23-05-2013,3,5
97,5983.549805,6015.299805,5936.799805,6010.700195,161600,24-05-2013,4,5
98,6083.149902,6099.899902,5975.549805,5989.399902,115100,27-05-2013,0,5
99,6111.25,6127.649902,6055.399902,6086.350098,139700,28-05-2013,1,5
100,6104.299805,6125.049805,6069.799805,6120.450195,120200,29-05-2013,2,5
101,6124.049805,6133.75,6072.149902,6072.149902,194100,30-05-2013,3,5
102,5985.950195,6106.25,5975.549805,6098.700195,175300,31-05-2013,4,5
103,5939.299805,6011.0,5916.350098,5997.350098,112100,03-06-2013,0,6
104,5919.450195,5981.600098,5910.25,5941.100098,114500,04-06-2013,1,6
105,5923.850098,5935.200195,5883.700195,5908.299805,110200,05-06-2013,2,6
106,5921.399902,5956.549805,5869.5,5895.0,114200,06-06-2013,3,6
107,5881.0,5972.700195,5871.299805,5900.049805,118300,07-06-2013,4,6
108,5878.0,5931.649902,5857.399902,5907.899902,100100,10-06-2013,0,6
109,5788.799805,5868.049805,5780.350098,5848.75,180900,11-06-2013,1,6
110,5760.200195,5792.899902,5738.600098,5771.75,140400,12-06-2013,2,6
111,5699.100098,5729.850098,5683.100098,5709.350098,142000,13-06-2013,3,6
112,5808.399902,5819.399902,5739.399902,5748.950195,124400,14-06-2013,4,6
113,5850.049805,5854.899902,5770.25,5820.399902,107200,17-06-2013,0,6
114,5813.600098,5863.399902,5804.299805,5841.899902,117500,18-06-2013,1,6
115,5822.25,5828.399902,5777.899902,5805.75,115500,19-06-2013,2,6
116,5655.899902,5755.0,5645.649902,5754.149902,198400,20-06-2013,3,6
117,5667.649902,5686.149902,5616.850098,5639.899902,182400,21-06-2013,4,6
118,5590.25,5640.0,5566.25,5638.049805,193500,24-06-2013,0,6
119,5609.100098,5666.25,5570.25,5606.950195,196600,25-06-2013,1,6
120,5588.700195,5635.25,5579.350098,5627.950195,160100,26-06-2013,2,6
121,5682.350098,5699.350098,5630.950195,5647.950195,239000,27-06-2013,3,6
122,5842.200195,5852.950195,5749.5,5749.5,214400,28-06-2013,4,6
123,5898.850098,5904.350098,5822.200195,5834.100098,144800,01-07-2013,0,7
124,5857.549805,5898.799805,5852.299805,5885.5,145700,02-07-2013,1,7
125,5770.899902,5815.0,5760.399902,5811.950195,160500,03-07-2013,2,7
126,5836.950195,5848.200195,5786.049805,5794.75,151900,04-07-2013,3,7
127,5867.899902,5900.450195,5858.450195,5889.950195,123600,05-07-2013,4,7
128,5811.549805,5833.850098,5775.549805,5833.149902,127600,08-07-2013,0,7
129,5859.0,5864.950195,5834.600098,5834.600098,110400,09-07-2013,1,7
130,5816.700195,5879.350098,5802.850098,5869.899902,117500,10-07-2013,2,7
