,date,Close,High,Low,Open,Volume,weekday,month,p_co,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,RSI,SMA_10,SMA_50,EMA_10,EMA_50,VWAP,oc,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,ATRr_14,Target,cnnstate,state2d
10,2013-04-04,5574.75,5644.450195,5565.649902,5640.649902,134600.0,0.75,4,-0.11928610251580989,0.6485784849834249,0.5548015381126004,0.6303310425853876,0.2820225268382478,0.013365964976973621,0.008321685437534199,0.012940986164956148,0.010302285806203404,0.016908330723738707,0.6496208514699707,0.021180802981890234,0.014730960069878674,0.0134972681891104,0.12744078991764388,0.29510178406862153,0.030775499798337852,2,,
11,2013-04-05,5553.25,5577.299805,5534.700195,5568.100098,137500.0,1.0,4,-0.0495205510286769,0.643811046798087,0.5467776202944175,0.627922580867224,0.2650823349936928,0.012675886805287417,0.007806037775118124,0.011759253069116904,0.009725505522067024,0.015006479536463169,0.593705767673112,0.019645368784332762,0.014068749904922184,0.013673752834894859,0.13878770352144637,0.302237019381465,0.025514035989495726,1,,
12,2013-04-08,5542.950195,5569.200195,5537.049805,5550.5,97000.0,0.0,4,0.46545258557928737,0.6400426862446037,0.5427508710782931,0.6251259509974173,0.2568213470935041,0.012109744593470528,0.007315758178347953,0.010700590853257697,0.009150553665244754,0.01475125950353301,0.5856013840685568,0.018263530339748313,0.01326928244785025,0.01343778315374805,0.1465046164617108,0.31892827851515604,0.019043963685146964,2,,
13,2013-04-09,5495.100098,5603.049805,5487.0,5568.75,138200.0,0.25,4,0.7488471777789281,0.6350439987048189,0.5365833384114965,0.6217347870190845,0.21972098071953802,0.011345842438398812,0.0067193234552841985,0.009407982736432952,0.008501562353350867,0.013732747588065641,0.6591872648002156,0.01699127962684499,0.01214476066770831,0.012466905709068221,0.14878683384647268,0.29288667802078877,0.025805089244964413,0,,
14,2013-04-10,5558.700195,5569.25,5477.200195,5536.25,128600.0,0.5,4,0.7726573748055818,0.6352406760501275,0.5440901004850462,0.6190672553810137,0.3261917559994034,0.010978436532125935,0.006188187518667343,0.008917184884998375,0.008006400026615845,0.014050790389879164,0.5520169433689976,0.01669477394133051,0.011187320412490542,0.010891603505835012,0.1405801122986094,0.3765392306715917,0.028427823491258414,1,,
15,2013-04-11,5594.0,5610.649902,5542.850098,5601.649902,146800.0,0.75,4,-1.3103290132284529,0.6379560036782783,0.5561266543328558,0.6175600162291361,0.37944348417137974,0.010745720900485478,0.005719005181071157,0.008830207399884882,0.007601909346849789,0.01631439871108903,0.5856351766345201,0.01677494158462023,0.010388475639879324,0.009265520997838561,0.1294465176317322,0.4288014140078793,0.02717565778015768,1,,
16,2013-04-12,5528.549805,5544.5,5494.899902,5520.700195,127300.0,1.0,4,-0.3626593900242462,0.6370972349203703,0.557197388595314,0.616155993075388,0.3188453061972869,0.009992818936446768,0.0051764452489760915,0.008175765713260896,0.007081168233313118,0.013459234321734737,0.568347826225511,0.016200342077972996,0.009583266334906027,0.008250201439476634,0.12667621102799184,0.36281258616674755,0.03076854181613467,0,,
17,2013-04-15,5568.399902,5592.850098,5500.299805,5508.5,142900.0,0.0,4,-0.10684769601161023,0.6392136348879517,0.5651782963971094,0.6155213086769439,0.3773430706082872,0.009327918500672328,0.004696508253688447,0.00799544905707894,0.006661286731698579,0.014947639949954239,0.5097275614732254,0.016693394312281506,0.008733385866033783,0.006132185236713883,0.1094058464875829,0.42222659772989857,0.03310748523606005,0,,
18,2013-04-16,5688.950195,5699.25,5555.850098,5562.450195,142700.0,0.25,4,0.34628018043318026,0.6480555382939849,0.5876678710397063,0.6170545607830364,0.5235529754414363,0.009038736175078832,0.004377528303419531,0.008922235952338653,0.0065012048750771045,0.019439892899454136,0.43612728126231437,0.017633450430924902,0.008275067465262465,0.004348423019204184,0.091248976901948,0.6243794013813928,0.042995848823949356,2,,
19,2013-04-17,5688.700195,5732.149902,5669.0,5708.649902,154600.0,0.5,4,-0.10547224839293891,0.6554516629072941,0.6021974779139457,0.6199884292031241,0.5232739627212645,0.00911598339346903,0.004070280386093195,0.009678288192265072,0.006346896107231659,0.02175836535305037,0.5988386332683905,0.01846723594483224,0.007909336413060686,0.002845416584159377,0.07562445593568311,0.6524385231060108,0.0399948385535972,0,,
20,2013-04-18,5783.100098,5794.350098,5681.850098,5682.700195,149900.0,0.75,4,0.11671940456874313,0.6668132184990295,0.6233167595924571,0.624958141449876,0.6172188914321506,0.010134601562247325,0.003891417004116715,0.011138148350720911,0.006389187167972432,0.024452920511718157,0.4675957332158983,0.018224785854259407,0.008002048055449962,0.0032560089669532166,0.07999526606039037,0.8230729800010608,0.04469561704432687,0,0,3
21,2013-04-22,5834.399902,5844.850098,5789.799805,5789.850098,135100.0,0.0,4,0.14911895218250978,0.6787922189217419,0.6416907144594814,0.631699055158726,0.6609810652192755,0.0115091360648778,0.0037629807115323044,0.012789752388556064,0.006533369660089827,0.02778830540296795,0.5294467239076716,0.01746264747801546,0.008351433353562476,0.0046591208510007864,0.09446331666789981,0.8604904569152052,0.041362302536082446,1,1,4
22,2013-04-23,5836.899902,5844.299805,5791.549805,5843.100098,132200.0,0.25,4,0.32894509623885915,0.6884464807010219,0.6508230737610845,0.6393203045527601,0.663096425405193,0.012946248478701794,0.003658112001360181,0.014163344254191801,0.006676944247745176,0.027847137229421393,0.5837465158574728,0.01689763480082579,0.008796025900840887,0.006059343562963282,0.1075477240424099,0.8177090996770706,0.03690449505768989,0,0,3
23,2013-04-25,5916.299805,5924.600098,5853.299805,5856.100098,199600.0,0.75,4,-0.27973235883031206,0.7003799144728498,0.663586652177632,0.6481719297105644,0.7266095833441405,0.015005482807616322,0.003671284722837731,0.01599478728014997,0.006975159098280448,0.031368583522102866,0.5134129860807946,0.01592605022021848,0.009457236846305339,0.008266729554864127,0.12863758848918308,0.8620090582609019,0.03806425837808047,2,2,2
24,2013-04-26,5871.450195,5907.049805,5860.5,5899.75,141300.0,1.0,4,0.10474248772878401,0.7071598871258391,0.6614570692000472,0.6568182686079606,0.6656860361464659,0.016534509361207872,0.003644115670711323,0.017093550430104965,0.007171149218202555,0.030490811406273743,0.6069141301838586,0.015661116157133004,0.010050193851461775,0.00966921486993344,0.13960129332864857,0.7721196960861234,0.03430707013765222,0,0,3
25,2013-04-29,5904.100098,5918.649902,5868.799805,5877.600098,118900.0,0.0,4,0.4827153931494879,0.7140683826227701,0.660061162814938,0.6653300457603132,0.6923896017986734,0.018050580613368894,0.0036251796959632654,0.018283507489268713,0.007425358075823119,0.031326445419433024,0.5492043555479145,0.01535587155163498,0.010705291285422747,0.011230616706915386,0.15182307965728545,0.7765210549563422,0.029918548836265685,1,1,4
26,2013-04-30,5930.200195,5962.299805,5867.799805,5932.600098,153200.0,0.25,4,-0.31702627873931727,0.7206402160330044,0.658138268783099,0.67365646092907,0.7133218808537588,0.02001423884380993,0.0036223495759682423,0.019489707261629408,0.007722281640385409,0.03241969093013847,0.5796745425303278,0.01494255352714241,0.011323329894978695,0.012822971215582846,0.16492046915436034,0.7732315699285821,0.032607743090068336,0,0,0
27,2013-05-02,5999.350098,6019.450195,5910.950195,5911.399902,162400.0,0.75,5,-0.09751219556181814,0.7292305343201535,0.6614334047988968,0.6823005186397417,0.7645283991015239,0.02212114305790902,0.003727732853412269,0.021092847289084893,0.008147141907706879,0.03511425381705824,0.48489593741393067,0.01423067453534882,0.012059410338962961,0.01492845771499468,0.18327406229208681,0.8018532988298765,0.03722384832600348,2,2,2
28,2013-05-03,5944.0,6000.299805,5930.149902,5993.5,145800.0,1.0,5,0.01513967025572192,0.7324875324371372,0.651298378543149,0.6899675861785916,0.6858765959701599,0.023368074870325883,0.00378598196943819,0.021911238949293976,0.008443615466598997,0.03423487446335993,0.628385573336565,0.013938212786705706,0.012548299950823516,0.01615524489764475,0.19309287109322085,0.7320114025710278,0.035702424922520765,0,0,3
29,2013-05-06,5971.049805,5976.5,5928.450195,5944.899902,110200.0,0.0,5,0.20767520628645467,0.7360406014388572,0.6438993270243759,0.6969214043945257,0.7074280513727081,0.024748474713926938,0.0038609540195808645,0.0228218942647187,0.008783063301906036,0.03425952683954214,0.549886117491255,0.013879705186502111,0.013292365613265467,0.017654440919358638,0.203014194678317,0.7331471917883293,0.030944736299544584,0,0,3
30,2013-05-07,6043.549805,6050.5,5982.950195,5983.450195,136400.0,0.25,5,0.3408608791964851,0.7422737187765772,0.6443977127653253,0.7039232656996829,0.7605658485473096,0.02602180650570357,0.0039678292405767035,0.024213080546686305,0.009255542473934675,0.03745577916902293,0.5148736312997725,0.014280652665223326,0.014462306753444065,0.01954261111092087,0.21221417003732496,0.7640785531945993,0.03128081692115306,1,1,4
31,2013-05-08,6069.299805,6083.549805,6024.950195,6064.149902,122300.0,0.5,5,0.14911593249264837,0.7479758122510197,0.6435248349417302,0.710840983852831,0.7779693590576513,0.02717022597532176,0.004097757476712871,0.025580802420042403,0.009761470053407273,0.039058672758786384,0.5718990207807775,0.01507759395444841,0.015750165431735685,0.0212826977850194,0.21773380007433346,0.7578404113095456,0.02843745405242018,2,2,5
32,2013-05-09,6050.149902,6084.700195,6040.450195,6078.350098,110000.0,0.75,5,-0.06445959295505917,0.7507384361087431,0.6357876971532456,0.7170128620459598,0.7484590568201168,0.0282127996365637,0.004301423102046675,0.026529187705403523,0.010208902789832941,0.0390189261207326,0.6059384033468441,0.016432039914302865,0.017015937723398322,0.02244938561084492,0.21587990664189471,0.723738244317998,0.023626650165799762,0,0,0
33,2013-05-10,6094.75,6105.299805,6045.600098,6046.25,111400.0,1.0,5,0.05660929488494769,0.7546571340811998,0.6323663147552621,0.7228549278742732,0.7807749796068013,0.029085237963177912,0.0045529952419238184,0.02770260593928542,0.010728815528978586,0.040137608250268964,0.5274185389689957,0.018528633172396447,0.018512429578922573,0.02335741274055747,0.2074708952770245,0.7413785319873469,0.021498039113712786,2,2,5
34,2013-05-13,5980.450195,6104.950195,5972.899902,6098.200195,107900.0,0.0,5,0.1546706301096451,0.7507365434717709,0.610857297508661,0.7266235803807848,0.6220873920228265,0.029618136106555948,0.004682357654742231,0.027644059725068504,0.010997622591830014,0.03715842103342287,0.6969149289104684,0.02065298529574755,0.019564952789486556,0.02337770616036544,0.19345366463635505,0.6377660199569741,0.030466827466538754,1,1,4
35,2013-05-14,5995.399902,6026.200195,5970.049805,5989.700195,119300.0,0.25,5,0.3911364776881196,0.7477956522019292,0.5959960656125362,0.7289596487836838,0.6352109077508755,0.030064498455568633,0.004923226392973878,0.02772938690275789,0.011286064549080932,0.03609856300208808,0.5712642900607101,0.02267995691476793,0.020566690106790797,0.02339214525662553,0.18014201762793652,0.6393045179569989,0.027312559984242035,0,0,3
36,2013-05-15,6146.75,6157.100098,6018.850098,6018.850098,153900.0,0.5,5,-0.3009720584048481,0.753124297489554,0.6039092605308469,0.732058528596027,0.747216596882927,0.031123204776975777,0.005283269213926023,0.029148000098458304,0.011868698917642917,0.04136284296911685,0.44537956834693404,0.02555527370952493,0.02210947624552856,0.023648911420889984,0.1628834716242705,0.767612580031227,0.04034807900935969,0,0,0
37,2013-05-16,6169.899902,6187.299805,6128.25,6128.25,158600.0,0.75,5,0.04943828989853583,0.7578517402285276,0.6088001806087858,0.7356288803835517,0.7615269310497331,0.031957018299040796,0.005774012120893013,0.030514990650719165,0.012475213520852901,0.04395084547486622,0.5350164289309192,0.028450718989174117,0.02361058522277626,0.0238056669137377,0.14505269804838827,0.7833747538191207,0.03692625215935802,0,0,3
38,2013-05-17,6187.299805,6199.950195,6146.149902,6172.950195,147300.0,1.0,5,0.17293803981105696,0.7617394465502736,0.6107020891070524,0.7393825712038151,0.7724618282793605,0.03314650466939628,0.0062552350321426475,0.03178850172022335,0.01309306536583471,0.04471333762644736,0.5627492423220756,0.030114539736043278,0.024854271130305472,0.024635089169330937,0.1394773228856006,0.7823652242664376,0.032955573599183996,2,2,5
39,2013-05-20,6156.899902,6229.450195,6146.049805,6198.0,122300.0,0.0,5,-0.07389764447075498,0.7623077102644645,0.6042748994325784,0.7425166976553297,0.7296902827880483,0.03405512092295521,0.006726990206098016,0.03255954781910164,0.013625324781768922,0.044697435873564395,0.618290636009398,0.03247168334317069,0.026022714660351054,0.024658736190632913,0.12453214530493652,0.7398187640505393,0.033744849077361055,2,2,2
40,2013-05-21,6114.100098,6180.25,6102.350098,6152.350098,130600.0,0.25,5,0.2118007031686605,0.7595898523790879,0.5912642214968962,0.7443966285920872,0.6717135564718588,0.03440003945648257,0.007066450336177088,0.03280898092063261,0.014050318832195652,0.04253957268245806,0.6157228029595452,0.034122063100525846,0.026848761329459958,0.024690712758123456,0.11423303689763738,0.6757758094325881,0.033645986548303114,2,2,5
41,2013-05-22,6094.5,6147.600098,6074.450195,6127.049805,133800.0,0.5,5,-0.7236048568381309,0.7555986445891193,0.5778065234438362,0.7449792724373852,0.6457642335530888,0.03452324254940242,0.007350388455915791,0.032838390622823066,0.014419083173882574,0.04126504873135656,0.6101123380673109,0.03544920034956711,0.02749786954573724,0.02468703599287575,0.10580986548827419,0.6385177445277093,0.03283606706097564,2,2,2
42,2013-05-23,5967.049805,6081.450195,5955.700195,6050.399902,198900.0,0.75,5,0.7315238086905946,0.7447500699496973,0.5506197573023143,0.7429411827341315,0.5006301800502283,0.034116968353018584,0.007457161164819759,0.03172664393484598,0.014516124844773104,0.03629813465998316,0.6626006586685123,0.036628247150797766,0.027822672850444152,0.024195125279422358,0.09532318459782504,0.4413027069203056,0.0420087947889384,2,2,5
43,2013-05-24,5983.549805,6015.299805,5936.799805,6010.700195,161600.0,1.0,5,0.09776967169408328,0.7365343774502646,0.5351750274675745,0.7394142612435475,0.5173521081367966,0.03357331351394721,0.0074961135059345985,0.030964077517205146,0.014642666611982047,0.035208057096487,0.6051790653339643,0.037104519758854315,0.027990502574001708,0.02406747592900177,0.09153534493551083,0.4589601942681705,0.04140993810295135,0,0,3
44,2013-05-27,6083.149902,6099.899902,5975.549805,5989.399902,115100.0,0.0,5,0.05260754792426909,0.7350251636871001,0.5388785355682764,0.7362443483017668,0.6091462908781942,0.034075409689963476,0.007641015447970467,0.031227774529945018,0.014965291179601603,0.0387533559866895,0.4800921499551336,0.03840880585888373,0.028518822325719784,0.023851211049265464,0.08201348563889208,0.6060654283549844,0.047784582244420726,0,0,3
45,2013-05-28,6111.25,6127.649902,6055.399902,6086.350098,139700.0,0.25,5,0.15054522397218817,0.7348726098500475,0.5450899914089798,0.7336732035482414,0.6323265545315708,0.0346417977829393,0.007843909222396472,0.03169394875915982,0.015331984535893906,0.04091122695375293,0.5517938104786662,0.03948408642046547,0.029035787541892955,0.023830851470244663,0.07517165714480126,0.6436440399534591,0.045828265312499866,2,2,5
46,2013-05-29,6104.299805,6125.049805,6069.799805,6120.450195,120200.0,0.5,5,-0.5266763433484333,0.7338655649798158,0.5480129972065325,0.7313838289514305,0.6239198201016318,0.03443425989209953,0.008104382774032637,0.032013425370309156,0.015670268622610728,0.040988344269453525,0.5935306491841006,0.040418617883734465,0.029470272142900933,0.023784420343670898,0.06906550438607682,0.6196596707711581,0.041442403270218586,0,0,0
47,2013-05-30,6124.049805,6133.75,6072.149902,6072.149902,194100.0,0.75,5,-0.4139353990769724,0.733662462798129,0.5522765179701886,0.7295054466676476,0.6415889792410927,0.034210099969484764,0.008325749213009881,0.03245082314612807,0.016035152522940466,0.04147812290156144,0.524158268488657,0.04077739682429793,0.02978147388793484,0.024046731521824793,0.06846905725048572,0.6469911211476249,0.038329923963643237,2,2,2
48,2013-05-31,5985.950195,6106.25,5975.549805,6098.700195,175300.0,1.0,5,0.19044433429335508,0.7254486652939497,0.5365049737456363,0.7261067285393372,0.4873988470182101,0.03322570700307298,0.008442401713358971,0.031577979548780555,0.01610696982298304,0.03730868795485526,0.691820638080811,0.041202587557655046,0.029886165183548752,0.02384520325789169,0.06457745741327696,0.36050774315491,0.04857335886211939,2,2,5
49,2013-06-03,5939.299805,6011.0,5916.350098,5997.350098,112100.0,0.0,6,0.030311536024577534,0.7160594866657531,0.5210731780897099,0.7212204254448946,0.44477436189937847,0.03216186583160335,0.008549482961944854,0.03044809638204843,0.016081805809418037,0.03411084390761615,0.6371943729181717,0.04085685583431531,0.02980692958915543,0.024020499283391505,0.06781268732441062,0.276703874270935,0.049946215603106386,2,2,5
50,2013-06-04,5919.450195,5981.600098,5910.25,5941.100098,114500.0,0.25,6,-0.18836867669600685,0.7073238714221965,0.5102927603515172,0.7152949181182601,0.4270147926145016,0.031210227557131653,0.008728037805268651,0.02934675099387196,0.01601756169847307,0.033230688087226345,0.5997654488157921,0.039824983984444784,0.02949722545175898,0.024401643664591743,0.07659654231213721,0.27518914833494806,0.047699827298143094,0,0,0
51,2013-06-05,5923.850098,5935.200195,5883.700195,5908.299805,110200.0,0.5,6,-0.4870160034896934,0.7005276134976223,0.5063123990477099,0.7089857143140841,0.43222806791704393,0.030375924658567865,0.008964172928020264,0.02848486122632038,0.015964718275841616,0.03214062602793927,0.5608431682149362,0.038878404493447816,0.029134239814326335,0.024598251169372698,0.08372057749985132,0.31271578447373405,0.04261436199832694,0,0,0
52,2013-06-06,5921.399902,5956.549805,5869.5,5895.0,114200.0,0.75,6,-0.36055826921585377,0.6949531757630005,0.5060538729773154,0.7026515892690982,0.4297636692914484,0.030152743479172628,0.009234475015055532,0.027757843060899734,0.015909001363966224,0.0322153518472203,0.5493921939095038,0.0380420921462199,0.028812930120526492,0.02477077573615688,0.09002166349664269,0.33174123914285447,0.04326442994224208,2,2,2
53,2013-06-07,5881.0,5972.700195,5871.299805,5900.049805,118300.0,1.0,6,0.457403536813469,0.6883216370499278,0.5033157247403107,0.6960535138554561,0.3890962748611926,0.029651380170105823,0.00947081566215019,0.02680297463775977,0.01577392124245458,0.031858362154210784,0.5971896406099837,0.03683116150069038,0.02827949363858684,0.024888272059654493,0.09834901725216237,0.30137175832483254,0.046036511650700496,2,2,5
54,2013-06-10,5878.0,5931.649902,5857.399902,5907.899902,100100.0,0.0,6,-0.49761823749574685,0.6829852483699098,0.5042265643062694,0.6895432410070558,0.386077831537719,0.02864840767570226,0.009722078760127817,0.02599498328993871,0.01563808280751189,0.030936852457898012,0.6085527720715354,0.03600291989235482,0.02802381798200282,0.02518044875054931,0.10537382620936463,0.31739467713800895,0.04450792629671291,2,2,2
55,2013-06-11,5788.799805,5868.049805,5780.350098,5848.75,180900.0,0.25,6,-0.29453091442673673,0.6740045962979019,0.496228705670412,0.6822619953870337,0.30393649027827174,0.027071957122973944,0.009873567063417188,0.024538966195278733,0.015327518602955337,0.027281833031174707,0.6407340944995341,0.03414586911111733,0.027508224864285558,0.02594744336409971,0.12185904230540563,0.2437381476428221,0.04662432277768094,2,2,2
56,2013-06-12,5760.200195,5792.899902,5738.600098,5771.75,140400.0,0.5,6,-0.8827835019369574,0.6655892132279666,0.49118400837290754,0.6744944540678086,0.2808633520628925,0.02538966314768848,0.009953479762094264,0.0230928058083279,0.014971404377168596,0.02496813573085349,0.5895760125556089,0.032162046803022426,0.02654354758674804,0.02596383910428368,0.13458241303495816,0.2563056374267255,0.04203940010183363,2,2,2
57,2013-06-13,5699.100098,5729.850098,5683.100098,5709.350098,142000.0,0.75,6,0.8747012009403815,0.6559330785830085,0.484177154586161,0.6660514702670052,0.23533293816434545,0.023312095167052294,0.009948025550723327,0.021365072536807528,0.014505923380576546,0.022111387399698035,0.5882997466648964,0.029886977704047746,0.02536861523052053,0.025849497139620314,0.1484531600501613,0.2384445287338641,0.04122713244573753,0,0,3
58,2013-06-14,5808.399902,5819.399902,5739.399902,5748.950195,124400.0,1.0,6,0.20659734526660348,0.6547449432502338,0.49884908966113034,0.6590228228485793,0.3898180424038148,0.02244405643773184,0.010010082161995226,0.020925529314685443,0.01427932085829059,0.02616871029756196,0.5130338207550221,0.029301402290946632,0.02442302911934585,0.024572286203257132,0.14432136997872305,0.37031683859813214,0.04699998854112905,0,0,3
59,2013-06-17,5850.049805,5854.899902,5770.25,5820.399902,107200.0,0.0,6,-0.1393133951275743,0.6565007253693012,0.5176361240088359,0.6538051966798496,0.43975529652320666,0.022007715526754845,0.01019239324657728,0.020937078165178424,0.01414567605347622,0.02788609962482652,0.5455732882571906,0.02911507318348905,0.02365725117208739,0.023263966796419233,0.13739271340280565,0.42776778662799925,0.04697402650712415,2,2,2
60,2013-06-18,5813.600098,5863.399902,5804.299805,5841.899902,117500.0,0.25,6,-0.1350298931414372,0.6562667294875955,0.5279010415515025,0.6495770818651788,0.40576192643772957,0.021490217176592608,0.010438202133183971,0.020621695148014985,0.013943697599685168,0.02798310187578451,0.607208715776019,0.028652253636516745,0.022907320585781543,0.022249514553720706,0.13405130848465846,0.3999562210803698,0.04308971355904595,0,0,0
61,2013-06-19,5822.25,5828.399902,5777.899902,5805.75,115500.0,0.5,6,-1.1696525913521387,0.656945836184202,0.5382994852994448,0.64635134998348,0.41674946870944285,0.02099349696015934,0.010715039325426612,0.0204407405940632,0.013767099907523062,0.02714428439530514,0.5595403716801524,0.028341957802838935,0.022227890961416363,0.02122668751741985,0.1296535974624097,0.4225136049842369,0.03818363576889644,2,2,2
62,2013-06-20,5655.899902,5755.0,5645.649902,5754.149902,198400.0,0.75,6,-0.28289043790082263,0.6487506675321312,0.525367956141598,0.641879052323357,0.2840355027084419,0.019695474418261416,0.01083127977059578,0.018810209991524496,0.01326164588894807,0.021228832322833235,0.6830581280278065,0.026297610965913987,0.021451382378435413,0.02166573633555996,0.1456726778511272,0.26806105735190167,0.05267946598036713,0,0,0
63,2013-06-21,5667.649902,5686.149902,5616.850098,5639.899902,182400.0,1.0,6,-0.5222640338027086,0.6434477836943646,0.5219485799126601,0.6370771356878968,0.2992905473566583,0.018652411380520872,0.011008856734392725,0.017580853012441888,0.012799731257892633,0.019862873308556295,0.5466513665530965,0.024672033548404748,0.020663019651411374,0.0216832649297114,0.1563968393837801,0.31220719693736326,0.04992868009447082,2,2,2
64,2013-06-24,5590.25,5640.0,5566.25,5638.049805,193500.0,0.0,6,0.2987378918653074,0.635590063147148,0.5130952829500784,0.6314217842509474,0.24875732206177095,0.017245609171740728,0.011041325728563756,0.015885243933955573,0.012199697337978432,0.01709358460235544,0.629744541544387,0.022752294525196948,0.01943293408569785,0.021123772993225765,0.1655027541045539,0.2703209785531776,0.052224038061173345,1,1,4
65,2013-06-25,5609.100098,5666.25,5570.25,5606.950195,196600.0,0.25,6,0.336062767122336,0.6310902980796731,0.5140535845355709,0.6258588105944835,0.27440345151630263,0.016367062013705136,0.011056865761028156,0.014665915500215898,0.011661243542136823,0.017874362227282004,0.5747878019343718,0.021659863476145513,0.01817976413421618,0.019732187225945164,0.16397233961048607,0.31085075143086033,0.05353959851756837,2,2,5
66,2013-06-26,5588.700195,5635.25,5579.350098,5627.950195,160100.0,0.5,6,1.0601749589825689,0.6271235991177485,0.5160967025608724,0.6204927882019058,0.26059230427311253,0.015528603008298392,0.011118768605191287,0.01348648352606796,0.011102727880155983,0.017201721181173413,0.6204174148067556,0.020759481621842046,0.016893028966740886,0.01809271961724368,0.15958417983703702,0.3098043101717477,0.04870308448940133,0,0,3
