,date,Close,High,Low,Open,Volume,weekday,month,p_co,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,RSI,SMA_10,SMA_50,EMA_10,EMA_50,VWAP,oc,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,ATRr_14,Target,lstmstate,state
0,2013-04-09,5495.100098,5603.049805,5487.0,5568.75,138200.0,0.25,4,0.7488471777789281,0.6332171338825539,0.5391190279195917,0.6186485516651561,0.2155676774378231,0.011345842438398868,0.0067193234552841985,0.009408050628977316,0.009190692814978696,0.013732747588065641,0.6591872648002156,0.016991279626845046,0.01214476066770831,0.012466905709068221,0.14878683384647762,0.2928866780207878,0.02628662970736864,0.0,,
1,2013-04-10,5558.700195,5569.25,5477.200195,5536.25,128600.0,0.5,4,0.7726573748055818,0.6335483656898308,0.5464408553632224,0.6162076266834853,0.3232754196316143,0.010978436532125935,0.0061881875186673985,0.008917240433443718,0.00866803939559535,0.014050790389879164,0.5520169433689976,0.016694773941330565,0.011187320412490542,0.010891603505835012,0.1405801122986144,0.37653923067159134,0.028902383873208676,1.0,,
2,2013-04-11,5594.0,5610.649902,5542.850098,5601.649902,146800.0,0.75,4,-1.3103290132284529,0.6363883990686436,0.558305877844701,0.6149104590104131,0.3770734078435447,0.010745720900485478,0.005719005181071157,0.00883025284861283,0.008237136549139934,0.01631439871108903,0.5856351766345201,0.016774941584620284,0.010388475639879324,0.009265520997838561,0.12944651763173726,0.4288014140078793,0.027603375985149697,1.0,,
3,2013-04-12,5528.549805,5544.5,5494.899902,5520.700195,127300.0,1.0,4,-0.3626593900242462,0.6356451986864358,0.5592175067132522,0.6137011699892998,0.3163624973683371,0.009992818936446823,0.005176445248976036,0.008175802898583662,0.007691017475472461,0.013459234321734737,0.568347826225511,0.01620034207797305,0.009583266334905971,0.008250201439476523,0.12667621102799637,0.3628125861667471,0.031198261073235367,0.0,,
4,2013-04-15,5568.399902,5592.850098,5500.299805,5508.5,142900.0,0.0,4,-0.10684769601161023,0.6378686910991831,0.5670508337897637,0.613246993325402,0.37536136275603826,0.009327918500672328,0.004696508253688336,0.007995479481433865,0.007246754180525561,0.014947639949954239,0.5097275614732254,0.01669339431228173,0.008733385866033838,0.006132185236713827,0.10940584648758693,0.4222265977298957,0.033526018202561375,0.0,,
5,2013-04-16,5688.950195,5699.25,5555.850098,5562.450195,142700.0,0.25,4,0.34628018043318026,0.6468098258373409,0.5894035196800914,0.6149475574463432,0.5226133490685636,0.009038736175078832,0.004377528303419531,0.008922260844992702,0.007063249561263751,0.019439892899454136,0.43612728126231437,0.017633450430925124,0.008275067465262465,0.004348423019204017,0.09124897690195101,0.6243794013813978,0.04346227073515452,2.0,,
6,2013-04-17,5688.700195,5732.149902,5669.0,5708.649902,154600.0,0.5,4,-0.10547224839293891,0.6542978919496839,0.6038061593638638,0.6180364985743353,0.5223334004031295,0.009115983393468974,0.004070280386093195,0.009678308558981996,0.00688643656451271,0.02175836535305037,0.5988386332683905,0.018467235944832516,0.00790933641306063,0.002845416584159155,0.07562445593568566,0.6524385231060205,0.04040554147874592,0.0,,
7,2013-04-18,5783.100098,5794.350098,5681.850098,5682.700195,149900.0,0.75,4,0.11671940456874313,0.6657446298663904,0.6248076818141344,0.6231499318456581,0.6167896024407639,0.010134601562247325,0.003891417004116715,0.011138165014398405,0.006907108171898324,0.024452920511718157,0.4675957332158983,0.018224785854259684,0.008002048055449962,0.00325600896695305,0.07999526606039349,0.8230729800010756,0.04510864518382912,0.0,,
8,2013-04-22,5834.399902,5844.850098,5789.799805,5789.850098,135100.0,0.0,4,0.14911895218250978,0.677802546226133,0.6430724238452596,0.6300240387457398,0.6607477892054532,0.011509136064877745,0.0037629807115323044,0.012789766022474003,0.007030520258758777,0.02778830540296795,0.5294467239076716,0.017462647478015625,0.008351433353562476,0.004659120851000675,0.09446331666790339,0.8604904569152179,0.04172448427786449,1.0,,
9,2013-04-23,5836.899902,5844.299805,5791.549805,5843.100098,132200.0,0.25,4,0.32894509623885915,0.6875299150523236,0.6521035029462532,0.6377687181830769,0.6628719460407922,0.012946248478701794,0.003658112001360181,0.014163355409215539,0.00715413902661971,0.027847137229421393,0.5837465158574728,0.01689763480082601,0.008796025900840942,0.006059343562963226,0.10754772404241396,0.8177090996770777,0.03721444867500945,0.0,,
10,2013-04-25,5916.299805,5924.600098,5853.299805,5856.100098,199600.0,0.75,4,-0.27973235883031206,0.6995310716175855,0.6647731641026682,0.6467347200045678,0.7266201159693717,0.015005482807616322,0.003671284722837731,0.015994796406987477,0.00743318253670161,0.031368583522102866,0.5134129860807946,0.01592605022021859,0.009457236846305339,0.008266729554864127,0.12863758848918755,0.8620090582609086,0.03835818198239982,2.0,,
11,2013-04-26,5871.450195,5907.049805,5860.5,5899.75,141300.0,1.0,4,0.10474248772878401,0.706373776862071,0.6625564978106784,0.6554870409606288,0.6655095633046064,0.016534509361207872,0.003644115670711323,0.017093557897517486,0.007610752061246395,0.030490811406273743,0.6069141301838586,0.01566111615713306,0.010050193851461775,0.00966921486993344,0.1396012933286535,0.7721196960861272,0.03456087565143395,0.0,,
12,2013-04-29,5904.100098,5918.649902,5868.799805,5877.600098,118900.0,0.0,4,0.4827153931494879,0.7133403803467987,0.6610798507269982,0.6640970169782949,0.6922995524828374,0.018050580613368894,0.0036251796959632654,0.018283513598969847,0.007847263480323385,0.031326445419433024,0.5492043555479145,0.015355871551635036,0.010705291285422747,0.011230616706915386,0.1518230796572903,0.7765210549563457,0.030133544413205815,1.0,,
13,2013-04-30,5930.200195,5962.299805,5867.799805,5932.600098,153200.0,0.25,4,-0.31702627873931727,0.719966036280532,0.659082102190341,0.6725144152327828,0.713293834231558,0.020014238843809873,0.0036223495759682978,0.019489712260475744,0.008127184247501529,0.03241969093013847,0.5796745425303278,0.014942553527142466,0.011323329894978695,0.012822971215582846,0.1649204691543651,0.7732315699285852,0.03281895721035638,0.0,,
14,2013-05-02,5999.350098,6019.450195,5910.950195,5911.399902,162400.0,0.75,5,-0.09751219556181814,0.7286062061715892,0.6623078458631089,0.6812427667877934,0.7646307671727512,0.02212114305790902,0.0037277328534122134,0.021092851379050037,0.008535710146937936,0.03511425381705824,0.48489593741393067,0.01423067453534882,0.012059410338962961,0.014928457714994736,0.18327406229209203,0.8018532988298785,0.03743849029143237,2.0,,
15,2013-05-03,5944.0,6000.299805,5930.149902,5993.5,145800.0,1.0,5,0.01513967025572192,0.7319093766636983,0.6521084954747427,0.6889879274918923,0.6857910208135308,0.023368074870325883,0.00378598196943819,0.021911242295629074,0.008816488578165249,0.03423487446335993,0.628385573336565,0.013938212786705761,0.012548299950823516,0.01615524489764486,0.19309287109322593,0.7320114025710288,0.03589594873298016,0.0,,
16,2013-05-06,5971.049805,5976.5,5928.450195,5944.899902,110200.0,0.0,5,0.20767520628645467,0.7355052092729769,0.6446498220364143,0.6960140914750953,0.7073931644461646,0.024748474713926882,0.0038609540195808645,0.02282189700262921,0.009140857427675675,0.03425952683954214,0.549886117491255,0.013879705186502056,0.013292365613265467,0.01765444091935875,0.20301419467832255,0.7331471917883303,0.031107833021807058,0.0,,
17,2013-05-07,6043.549805,6050.5,5982.950195,5983.450195,136400.0,0.25,5,0.3408608791964851,0.7417779321968577,0.6450929480634635,0.7030829716548213,0.7606382363689687,0.02602180650570357,0.0039678292405767035,0.024213082786794904,0.009598850679904236,0.03745577916902293,0.5148736312997725,0.014280652665223326,0.014462306753444065,0.019542611110920982,0.2122141700373299,0.7640785531946008,0.03143328672693574,1.0,,
18,2013-05-08,6069.299805,6083.549805,6024.950195,6064.149902,122300.0,0.5,5,0.14911593249264837,0.7475167056784597,0.6441688568955996,0.7100627718493465,0.7780714072346414,0.027170225975321816,0.004097757476712871,0.02558080425285847,0.010090861030455034,0.039058672758786384,0.5718990207807775,0.01507759395444841,0.015750165431735685,0.02128269778501951,0.21773380007433835,0.7578404113095472,0.028570470893884342,2.0,,
19,2013-05-09,6050.149902,6084.700195,6040.450195,6078.350098,110000.0,0.75,5,-0.06445959295505917,0.7503132994172637,0.6363842587807689,0.7162921570318278,0.7485044719975822,0.0282127996365637,0.004301423102046675,0.026529189204980264,0.01052492185383519,0.0390189261207326,0.6059384033468441,0.016432039914302865,0.017015937723398322,0.022449385610844974,0.21587990664189965,0.7237382443179994,0.023736758472472613,0.0,,
20,2013-05-10,6094.75,6105.299805,6045.600098,6046.25,111400.0,1.0,5,0.05660929488494769,0.7542634568314953,0.6329188966394741,0.7221874903166212,0.7808714729272048,0.029085237963177912,0.0045529952419238184,0.027702607166211812,0.01103198813491385,0.040137608250268964,0.5274185389689957,0.018528633172396503,0.01851242957892263,0.02335741274055758,0.2074708952770295,0.7413785319873478,0.021594760503597987,2.0,0,3
21,2013-05-13,5980.450195,6104.950195,5972.899902,6098.200195,107900.0,0.0,5,0.1546706301096451,0.7503720002832828,0.6113691272565066,0.7260054818796555,0.6219452499766787,0.029618136106555948,0.004682357654742231,0.027644060728917286,0.011288449789860988,0.03715842103342287,0.6969149289104684,0.02065298529574755,0.0195649527894865,0.023377706160365497,0.1934536646363602,0.6377660199569763,0.030578083618470725,1.0,0,3
22,2013-05-14,5995.399902,6026.200195,5970.049805,5989.700195,119300.0,0.25,5,0.3911364776881196,0.7474580891832086,0.5964701359563179,0.7283872494307304,0.6350900007624143,0.030064498455568633,0.004923226392973823,0.027729387724088672,0.011565030830245904,0.03609856300208808,0.5712642900607101,0.022679956914767985,0.020566690106790853,0.02339214525662564,0.1801420176279418,0.6393045179569997,0.027408831071067757,0.0,0,3
23,2013-05-15,6146.75,6157.100098,6018.850098,6018.850098,153900.0,0.5,5,-0.3009720584048481,0.7528117196524888,0.6043483461653422,0.7315284559562626,0.7472427493066616,0.031123204776975777,0.005283269213926023,0.029148000770456206,0.012136273034185407,0.04136284296911685,0.44537956834693404,0.025555273709524984,0.022109476245528614,0.023648911420890095,0.1628834716242759,0.7676125800312281,0.0404643430322619,0.0,0,0
24,2013-05-16,6169.899902,6187.299805,6128.25,6128.25,158600.0,0.75,5,0.04943828989853583,0.7575622998168282,0.6092068538502166,0.7351380099865832,0.7615674660161624,0.031957018299040796,0.005774012120893013,0.030514991200535524,0.012731842777759572,0.04395084547486622,0.5350164289309192,0.028450718989174173,0.02361058522277626,0.0238056669137377,0.14505269804839338,0.7833747538191242,0.037027632426216206,0.0,2,5
25,2013-05-17,6187.299805,6199.950195,6146.149902,6172.950195,147300.0,1.0,5,0.17293803981105696,0.76147143221727,0.611078734454016,0.7389280084387126,0.7725126806133047,0.033146504669396226,0.006255235032142703,0.03178850217007306,0.013339179389257882,0.04471333762644736,0.5627492423220756,0.030114539736043333,0.024854271130305472,0.024635089169330937,0.13947732288560577,0.7823652242664414,0.033042631725708815,2.0,2,5
26,2013-05-20,6156.899902,6229.450195,6146.049805,6198.0,122300.0,0.0,5,-0.07389764447075498,0.7620595370396471,0.6046237271035156,0.7420957609704726,0.7296965109107552,0.03405512092295521,0.006726990206098016,0.03255954818716045,0.013861335207051129,0.044697435873564395,0.618290636009398,0.032471683343170854,0.026022714660351054,0.024658736190632913,0.12453214530494124,0.7398187640505425,0.033826974994016934,2.0,2,2
27,2013-05-21,6114.100098,6180.25,6102.350098,6152.350098,130600.0,0.25,5,0.2118007031686605,0.7593600523669505,0.5915872800136287,0.7440068339080308,0.6716656711909429,0.03440003945648257,0.007066450336177144,0.032808981221771616,0.014276620855678934,0.04253957268245806,0.6157228029595452,0.0341220631005259,0.026848761329459903,0.024690712758123345,0.11423303689764226,0.675775809432593,0.03372208028674939,2.0,2,5
28,2013-05-22,6094.5,6147.600098,6074.450195,6127.049805,133800.0,0.5,5,-0.7236048568381309,0.7553858583477382,0.5781057113260908,0.7446183186870485,0.6456945045312652,0.03452324254940242,0.007350388455915791,0.03283839086920948,0.014636057048636741,0.04126504873135656,0.6101123380673109,0.03544920034956728,0.02749786954573724,0.024687035992875694,0.10580986548827857,0.638517744527713,0.032905560712027354,2.0,2,2
29,2013-05-23,5967.049805,6081.450195,5955.700195,6050.399902,198900.0,0.75,5,0.7315238086905946,0.7445530385001212,0.550896833933877,0.7426069384504551,0.5004653670312298,0.034116968353018584,0.007457161164819759,0.03172664413643478,0.014724133333666012,0.03629813465998316,0.6626006586685123,0.03662824715079793,0.027822672850444097,0.02419512527942219,0.095323184597829,0.4413027069203052,0.042085430349057484,2.0,2,5
30,2013-05-24,5983.549805,6015.299805,5936.799805,6010.700195,161600.0,1.0,5,0.09776967169408328,0.7363519348711867,0.5354316231907262,0.7391047521202273,0.5172033235849784,0.03357331351394721,0.007496113505934543,0.030964077682141433,0.014842061693229991,0.035208057096487,0.6051790653339643,0.03710451975885454,0.027990502574001708,0.024067475929001658,0.0915353449355148,0.45896019426816914,0.04148035441687939,0.0,2,5
31,2013-05-27,6083.149902,6099.899902,5975.549805,5989.399902,115100.0,0.0,5,0.05260754792426909,0.7348562302524757,0.5391161610594767,0.7359577456577807,0.6090749202270185,0.034075409689963476,0.007641015447970467,0.031227774664892793,0.015156413014984715,0.0387533559866895,0.4800921499551336,0.038408805858883954,0.028518822325719784,0.023851211049265297,0.08201348563889557,0.6060654283549887,0.047857217810093805,0.0,2,5
32,2013-05-28,6111.25,6127.649902,6055.399902,6086.350098,139700.0,0.25,5,0.15054522397218817,0.7347161856703038,0.5453100463853123,0.7334078136316535,0.6322719041763536,0.0346417977829393,0.007843909222396472,0.03169394886957161,0.015515158238201099,0.04091122695375293,0.5517938104786662,0.03948408642046569,0.029035787541892955,0.023830851470244496,0.07517165714480484,0.6436440399534653,0.045893635644312064,2.0,2,5
33,2013-05-29,6104.299805,6125.049805,6069.799805,6120.450195,120200.0,0.5,5,-0.5266763433484333,0.7337207241100756,0.548216778509168,0.7311380830224211,0.6238607445829522,0.03443425989209953,0.008104382774032637,0.032013425460646006,0.015845805717180417,0.040988344269453525,0.5935306491841006,0.04041861788373474,0.029470272142900933,0.023784420343670676,0.06906550438607989,0.6196596707711641,0.04149879209562973,0.0,2,2
34,2013-05-30,6124.049805,6133.75,6072.149902,6072.149902,194100.0,0.75,5,-0.4139353990769724,0.7335283477794716,0.552465227068107,0.729277891804882,0.6415418922484424,0.03421009996948482,0.008325749213009881,0.03245082322004006,0.01620335295673897,0.04147812290156144,0.524158268488657,0.04077739682429815,0.029781473887934784,0.02404673152182457,0.0684690572504888,0.6469911211476342,0.0383794426689984,2.0,2,2
35,2013-05-31,5985.950195,6106.25,5975.549805,6098.700195,175300.0,1.0,5,0.19044433429335508,0.7253244820961534,0.5366797236999861,0.7258960191176802,0.4872885751023732,0.033225707003072924,0.008442401713358971,0.03157797960925396,0.01626811800672129,0.03730868795485526,0.691820638080811,0.04120258755765538,0.029886165183548752,0.023845203257891467,0.06457745741327954,0.3605077431548994,0.04862800285606883,2.0,2,5
36,2013-06-03,5939.299805,6011.0,5916.350098,5997.350098,112100.0,0.0,6,0.030311536024577534,0.7159445000022241,0.5212350000165333,0.721025315236116,0.444652515237023,0.03216186583160335,0.008549482961944854,0.030448096431526572,0.01623617718667497,0.03411084390761615,0.6371943729181717,0.040856855834315586,0.029806929589155373,0.024020499283391228,0.06781268732441371,0.2767038742709231,0.04999803002025338,2.0,2,5
37,2013-06-04,5919.450195,5981.600098,5910.25,5941.100098,114500.0,0.25,6,-0.18836867669600685,0.7072174004098857,0.5104426094180359,0.7151142529697656,0.4268888764038429,0.031210227557131598,0.008728037805268651,0.02934675103435408,0.01616542155183126,0.033230688087226345,0.5997654488157921,0.039824983984445006,0.02949722545175898,0.024401643664591577,0.07659654231214078,0.27518914833493735,0.0477462977459345,0.0,2,2
38,2013-06-05,5923.850098,5935.200195,5883.700195,5908.299805,110200.0,0.5,6,-0.4870160034896934,0.7004290276366916,0.5064511600350226,0.7088184253638763,0.43210520310357425,0.03037592465856792,0.008964172928020153,0.02848486125944205,0.016106322064365686,0.03214062602793927,0.5608431682149362,0.03887840449344809,0.029134239814326335,0.02459825116937253,0.0837205774998548,0.31271578447372433,0.04265406527596716,0.0,2,2
39,2013-06-06,5921.399902,5956.549805,5869.5,5895.0,114200.0,0.75,6,-0.36055826921585377,0.6948618912128193,0.5061823654401465,0.7024966866581234,0.42964026507408726,0.030152743479172628,0.009234475015055421,0.02775784308799928,0.016044594364956366,0.0322153518472203,0.5493921939095038,0.03804209214622006,0.028812930120526492,0.024770775736156825,0.09002166349664724,0.33174123914284986,0.043301703176135964,2.0,2,2
40,2013-06-07,5881.0,5972.700195,5871.299805,5900.049805,118300.0,1.0,6,0.457403536813469,0.6882371131796811,0.5034347077923939,0.6959100809012503,0.3889651823343657,0.029651380170105823,0.00947081566215019,0.02680297465993209,0.015903738207249385,0.031858362154210784,0.5971896406099837,0.036831161500690546,0.02827949363858684,0.02488827205965438,0.09834901725216627,0.3013717583248266,0.04607273856351565,2.0,2,5
41,2013-06-10,5878.0,5931.649902,5857.399902,5907.899902,100100.0,0.0,6,-0.49761823749574685,0.6829069845636593,0.5043367410579642,0.6894104288051651,0.38594625954277406,0.02864840767570226,0.009722078760127817,0.0259949833080797,0.015762350175615336,0.030936852457898012,0.6085527720715354,0.03600291989235499,0.02802381798200282,0.0251804487505492,0.10537382620936904,0.31739467713800495,0.04454073459718297,2.0,0,0
42,2013-06-11,5788.799805,5868.049805,5780.350098,5848.75,180900.0,0.25,6,-0.29453091442673673,0.6739321289954241,0.49633072734338946,0.6821390178090795,0.30379670692380056,0.027071957122973944,0.009873567063417188,0.024538966210121305,0.015446451873147027,0.027281833031174707,0.6407340944995341,0.03414586911111739,0.027508224864285558,0.02594744336409971,0.12185904230541099,0.24373814764281995,0.046655851078500205,2.0,2,2
43,2013-06-12,5760.200195,5792.899902,5738.600098,5771.75,140400.0,0.5,6,-0.8827835019369574,0.6655221131840293,0.49127847811496694,0.6743805831272915,0.2807229405236292,0.02538966314768848,0.009953479762094264,0.02309280582047174,0.015085212046042684,0.02496813573085349,0.5895760125556089,0.03216204680302248,0.026543547586747984,0.02596383910428357,0.13458241303496282,0.2563056374267241,0.04206653168347199,2.0,2,2
44,2013-06-13,5699.100098,5729.850098,5683.100098,5709.350098,142000.0,0.75,6,0.8747012009403815,0.6558709483290264,0.48426463100770123,0.6659460318260154,0.2351934462742479,0.023312095167052294,0.009948025550723327,0.021365072546743358,0.014614804991417651,0.022111387399698035,0.5882997466648964,0.0298869777040478,0.02536861523052053,0.02584949713962037,0.14845316005016634,0.23844452873386296,0.04125197217910301,0.0,0,3
45,2013-06-14,5808.399902,5819.399902,5739.399902,5748.950195,124400.0,1.0,6,0.20659734526660348,0.6546874147434126,0.49893009011328615,0.6589251926405109,0.38973800328799735,0.02244405643773184,0.010010082161995226,0.020925529322814718,0.01438347220281927,0.02616871029756196,0.5130338207550221,0.029301402290946688,0.02442302911934585,0.024572286203257132,0.14432136997872813,0.37031683859813197,0.04702537914771279,0.0,0,3
46,2013-06-17,5850.049805,5854.899902,5770.25,5820.399902,107200.0,0.0,6,-0.1393133951275743,0.6564474578154619,0.5177111276218778,0.6537147966250085,0.4396914444346266,0.022007715526754845,0.01019239324657728,0.020937078171829604,0.014245283628034844,0.02788609962482652,0.5455732882571906,0.02911507318348905,0.023657251172087335,0.023263966796419178,0.13739271340281084,0.4277677866280005,0.04699759268628623,2.0,0,0
47,2013-06-18,5813.600098,5863.399902,5804.299805,5841.899902,117500.0,0.25,6,-0.1350298931414372,0.6562174073248819,0.5279704920508096,0.6494933766578438,0.40569435669657694,0.021490217176592608,0.010438202133183971,0.020621695153456854,0.014038938719947158,0.02798310187578451,0.607208715776019,0.028652253636516856,0.0229073205857816,0.02224951455372076,0.13405130848466362,0.39995622108036866,0.043110245969792516,0.0,0,0
48,2013-06-19,5822.25,5828.399902,5777.899902,5805.75,115500.0,0.5,6,-1.1696525913521387,0.6569001672158209,0.538363793615153,0.6462738439305258,0.41668514097389575,0.02099349696015934,0.010715039325426612,0.020440740598515583,0.013858146013778994,0.02714428439530514,0.5595403716801524,0.02834195780283899,0.022227890961416363,0.02122668751741985,0.1296535974624149,0.42251360498423696,0.03820111811331897,2.0,0,0
49,2013-06-20,5655.899902,5755.0,5645.649902,5754.149902,198400.0,0.75,6,-0.28289043790082263,0.6487083811971256,0.5254275028268548,0.6418072864159922,0.2839639004009531,0.01969547441826147,0.01083127977059578,0.018810209995167304,0.013348657514704987,0.021228832322833235,0.6830581280278065,0.026297610965914042,0.021451382378435413,0.02166573633555996,0.14567267785113225,0.2680610573519006,0.05270004114401802,0.0,0,0
